id_all,question,statement1,statement2,new_label,resolution,percent
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+1c40c9dc-8a49-45d5-8332-1f50a2c8fb13+bf3235b5-6495-488d-9ee5-6c877566df00,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",premium color copies,Premium color,,0,0.842857143
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+1e726e5d-e4bc-40dc-b4c0-4601d501f84d+151556b7-7f7a-4b54-afff-df0c9bb78a14,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Premium color quality,The fact that it says premium is important,,0,0.833333333
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+1e726e5d-e4bc-40dc-b4c0-4601d501f84d+18a9ebe6-1807-4fcb-8643-d5d5abc4cf9b,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Premium color quality,"it includes the word ""premium""",,0,0.777777778
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+1e726e5d-e4bc-40dc-b4c0-4601d501f84d+b1b7ca08-bc68-4ebf-859e-d0bbf3c337d1,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Premium color quality,premium,,0,0.818181818
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+1e726e5d-e4bc-40dc-b4c0-4601d501f84d+c3e79db1-455c-41cc-b60a-d0da2cf674fb,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Premium color quality,Color pop,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+20bc96a6-06df-4cc4-8aee-122bc046ebb7+18a9ebe6-1807-4fcb-8643-d5d5abc4cf9b,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",I like that it includes the word premium in its description.,"it includes the word ""premium""",,0,0.8
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+20bc96a6-06df-4cc4-8aee-122bc046ebb7+7be7a039-7924-47f1-a233-43467505e055,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",I like that it includes the word premium in its description.,The word Premium Color Copy is much more discriptive,,0,0.8
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+23e2c3d3-57fb-4401-8940-4fd788656fae+c64ece06-c58d-40e6-b337-78a3f2f400f2,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",It is more intuitive and easy to understand,"To the point, easy to understand",,0,0.8
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+2d0b66eb-2457-4c20-9ab5-1b0171ad6824+041a5d32-7d3d-4eec-a316-aef2dede33d4,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Sounds like it's top of the line quality color copies.,sounds more quality than the others,,0,0.818181818
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+2d0b66eb-2457-4c20-9ab5-1b0171ad6824+0962bcc7-6cf3-4dbe-8bd0-8d1de0e44cce,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Sounds like it's top of the line quality color copies.,"Premier Impressions suggests that the copy will be crisp, clear and vibrant.",,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+2d0b66eb-2457-4c20-9ab5-1b0171ad6824+678df003-6d11-4112-9646-f20a890b00d6,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Sounds like it's top of the line quality color copies.,Premium Color Copy is a nice summary of what the paper is about and its benefits.,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+2d0b66eb-2457-4c20-9ab5-1b0171ad6824+91e15c53-7584-42f5-b016-442fe1294c32,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Sounds like it's top of the line quality color copies.,"The name leads me to believe I will get high quality, color copies, each and every time",,0,0.833333333
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+37082891-202d-432d-b067-11ae5153cffd+b5917a7f-c7cb-4e72-9562-257fefefd7cb,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Specifically made for sharper images,best in pring quality and sharper images,,0,0.777777778
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+37082891-202d-432d-b067-11ae5153cffd+be6d3e0f-6403-4189-871c-393c7c67e30b,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Specifically made for sharper images,better whte for sharper colors,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+3bbdb1ee-0f44-435a-99cb-d79c2ad1707b+af6ca61f-78b7-43e4-87f9-eb4ae974f7f5,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",It lets you know the color quality will be good.,A good quality print,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+48d92c26-819d-4af8-984c-1460de6ff947+659e6c7e-f045-44b2-89ae-eea6676f6c01,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Indicates that it is a good printing paper,sounds like it would be a good quality of paper,,0,0.794117647
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+4f36bd31-7534-4705-934e-685fc458fe2a+cbf5c310-503b-48d8-86b9-b11546c1e6fe,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",full color presentations,MORE COLOR,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+54dba8a7-9f78-4d04-a8e2-277d5f77fa7d+0c844ef4-f42a-4b6f-afab-f3957147aa16,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",premium implies high quality,It the name of the product is relates to high quality products,,0,0.777777778
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+54dba8a7-9f78-4d04-a8e2-277d5f77fa7d+18e51fd4-2abc-454c-bdc8-ee0f411a05dd,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",premium implies high quality,The word PREMIUM is self-explanatory,,0,0.833333333
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+54dba8a7-9f78-4d04-a8e2-277d5f77fa7d+912ab1a1-4bcd-4c8a-ad12-cb1f1c3a98f9,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",premium implies high quality,Use of the word Premium,,0,0.833333333
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+54dba8a7-9f78-4d04-a8e2-277d5f77fa7d+ae667115-be0c-4684-ad5f-5f6de5e7e89b,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",premium implies high quality,premium quality,,0,0.833333333
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+54dba8a7-9f78-4d04-a8e2-277d5f77fa7d+cb895c3a-95c8-4da1-bb37-750fecaa5425,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",premium implies high quality,"It would be higher in quality, make the colours appear more vibrant",,0,0.777777778
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+54f0943e-8144-4710-8f57-31b0398642a9+10052bc0-115a-4d4f-af92-b5f5fa82a68c,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",the best paper,It sounds like what I want my paper to be like,,0,0.818181818
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+5d3a64b9-67dd-4dac-b4f0-1a22349e1d02+7be7a039-7924-47f1-a233-43467505e055,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",the premium word,The word Premium Color Copy is much more discriptive,,0,0.818181818
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+5d3a64b9-67dd-4dac-b4f0-1a22349e1d02+912ab1a1-4bcd-4c8a-ad12-cb1f1c3a98f9,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",the premium word,Use of the word Premium,,0,0.833333333
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+5d3a64b9-67dd-4dac-b4f0-1a22349e1d02+f18227fd-492f-4cb1-8b51-3c9c17793bbc,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",the premium word,Premium paper for color copies,,0,0.777777778
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+65a9e5f1-c5c4-48a7-b81d-10359b05f5f0+6cc9a723-a72a-4aa6-9112-dd78487fc973,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",simple,Is simple,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+68d8f96f-f0bf-4fdb-9988-06b0d1ddd442+2d8d4a94-5367-4c64-9443-9d01f222db99,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",The name,"A good name it's the first step to buy a product , it's the First Impression",,0,0.846153846
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+68d8f96f-f0bf-4fdb-9988-06b0d1ddd442+3b3decad-40cd-43ce-a633-d6dfe895da5e,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",The name,I think the name puts out the notion of quality better,,0,0.846153846
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+77e0df53-9be0-4d52-a2ff-197b2b3a4eaf+8d92cc1a-2fd1-442b-89c8-aa56edda1213,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Better image quality,"I feel assured that this is high quality paper, the best available",,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+77e0df53-9be0-4d52-a2ff-197b2b3a4eaf+c33844a3-bb8c-45ca-a2ae-9e367d57f37e,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Better image quality,the contrast is better than others,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+77e0df53-9be0-4d52-a2ff-197b2b3a4eaf+d7410d8a-9ab3-4f3b-949c-6217539c5c16,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Better image quality,excelent quality,,0,0.777777778
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+80347c1b-d45a-461e-b37c-495551e933b8+0c844ef4-f42a-4b6f-afab-f3957147aa16,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",high quality paper that will impress anyone,It the name of the product is relates to high quality products,,0,0.846153846
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+80347c1b-d45a-461e-b37c-495551e933b8+10617841-4f2d-46e1-9d35-8902b49d1cb1,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",high quality paper that will impress anyone,high quality,,0,0.777777778
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+80347c1b-d45a-461e-b37c-495551e933b8+d2eb69d2-b373-405c-ac8c-a841c7255c23,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",high quality paper that will impress anyone,"the quality of the print looks great, because of the type of paper",,0,0.833333333
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+81372258-9e18-48cd-89f7-218d4ee912d3+a6aca5bf-8309-46b6-99a5-760a8761df2b,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",It says premium,The word premium just sounds like it will be higher quality,,0,0.833333333
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+81372258-9e18-48cd-89f7-218d4ee912d3+e4f422f8-67d3-4f27-8b16-3132367e3ed7,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",It says premium,sounds premium,,0,0.818181818
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+912ab1a1-4bcd-4c8a-ad12-cb1f1c3a98f9+e191de79-59de-4998-9e04-fa6d799e2177,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Use of the word Premium,The word 'Premium' says a lot in the description of this product,,0,0.78125
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+a5feb36f-f836-4545-a256-1d18986af042+54dba8a7-9f78-4d04-a8e2-277d5f77fa7d,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",is made of better quality,premium implies high quality,,0,0.8
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+a5feb36f-f836-4545-a256-1d18986af042+c3ba62d4-0662-49fb-87c6-c583e123f729,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",is made of better quality,the quality of the print,,0,0.777777778
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+ae667115-be0c-4684-ad5f-5f6de5e7e89b+113d0671-44bf-464c-9b46-eaa994503d1c,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",premium quality,Premium paper for copys,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+ae667115-be0c-4684-ad5f-5f6de5e7e89b+3add1758-c551-4cf1-b177-6c517c909fe5,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",premium quality,Impressions with a quality in color.,,0,0.8
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+be156244-f146-4b9d-a59f-06ffff0e5595+d42fc06d-e5af-40ba-a418-718f4cdfd24d,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",the most correct description,"the  package, the  description  is   clear",,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+beb14ee9-214a-46ad-92b0-cf481fd99d08+3bbdb1ee-0f44-435a-99cb-d79c2ad1707b,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Retains more colors,It lets you know the color quality will be good.,,0,0.818181818
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+bf3235b5-6495-488d-9ee5-6c877566df00+cbf5c310-503b-48d8-86b9-b11546c1e6fe,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Premium color,MORE COLOR,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+cab60e25-fe27-4328-a114-0440699a75aa+10617841-4f2d-46e1-9d35-8902b49d1cb1,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",high quality color copies,high quality,,0,0.818181818
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+cab60e25-fe27-4328-a114-0440699a75aa+91e15c53-7584-42f5-b016-442fe1294c32,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",high quality color copies,"The name leads me to believe I will get high quality, color copies, each and every time",,0,0.846153846
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+d354a336-5640-49d7-b4c2-1af909d689a3+345083b3-aa6b-4341-a841-de6684874f6a,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",best for color printing,That colors will be bright and clear.,,0,0.785714286
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+d354a336-5640-49d7-b4c2-1af909d689a3+3add1758-c551-4cf1-b177-6c517c909fe5,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",best for color printing,Impressions with a quality in color.,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+d354a336-5640-49d7-b4c2-1af909d689a3+c3ba62d4-0662-49fb-87c6-c583e123f729,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",best for color printing,the quality of the print,,0,0.777777778
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+d354a336-5640-49d7-b4c2-1af909d689a3+cb895c3a-95c8-4da1-bb37-750fecaa5425,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",best for color printing,"It would be higher in quality, make the colours appear more vibrant",,0,0.818181818
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+d42fc06d-e5af-40ba-a418-718f4cdfd24d+0962bcc7-6cf3-4dbe-8bd0-8d1de0e44cce,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?","the  package, the  description  is   clear","Premier Impressions suggests that the copy will be crisp, clear and vibrant.",,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+e4f422f8-67d3-4f27-8b16-3132367e3ed7+041a5d32-7d3d-4eec-a316-aef2dede33d4,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",sounds premium,sounds more quality than the others,,0,0.771428571
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+e4f422f8-67d3-4f27-8b16-3132367e3ed7+2d3b85da-f8a8-4a69-9c4e-f7a644e42308,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",sounds premium,Sounds of higher quality,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+e4f422f8-67d3-4f27-8b16-3132367e3ed7+659e6c7e-f045-44b2-89ae-eea6676f6c01,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",sounds premium,sounds like it would be a good quality of paper,,0,0.819672131
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+ea494db0-3ca7-4afb-aaf0-33ab8c23c68b+c3ba62d4-0662-49fb-87c6-c583e123f729,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",the quality of the color,the quality of the print,,0,0.833333333
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+eefb6e7e-4407-491b-ad6e-10c77595c6c5+4d707aea-52ad-4a04-8018-83928c6c2356,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Premium is class,It sounds better because its premium,,0,0.8
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+eefb6e7e-4407-491b-ad6e-10c77595c6c5+54dba8a7-9f78-4d04-a8e2-277d5f77fa7d,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Premium is class,premium implies high quality,,0,0.846153846
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+eefb6e7e-4407-491b-ad6e-10c77595c6c5+a6aca5bf-8309-46b6-99a5-760a8761df2b,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Premium is class,The word premium just sounds like it will be higher quality,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+f18227fd-492f-4cb1-8b51-3c9c17793bbc+4d707aea-52ad-4a04-8018-83928c6c2356,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",Premium paper for color copies,It sounds better because its premium,,1,0.85
9e80a452-b39e-28d4-e3cc-711d7830c145+87bd2f49-e704-4e3f-931e-dcef83fb7134+fcfccbd5-09d1-4c24-bb5c-77409cf27a5a+18e51fd4-2abc-454c-bdc8-ee0f411a05dd,"Consider the product name that you selected (""{{choice3Name}}""). What is it about the product name that makes it more appealing to you than the other options?",The word Premier,The word PREMIUM is self-explanatory,,0,0.833333333
9e80a452-b39e-28d4-e3cc-711d7830c145+9f1bcde1-e011-4cf0-9b0e-3e05b23e03a6+40bbb5e3-4ff6-45b3-820c-592d7672f32d+2c2336d6-e295-4c07-a701-fd5a8f19a3e0,"What does the product name (""Premium Color Copy"") on this packaging tell you about the paper product?",high quality,"Indicates high-quality, high-quality colors",,0,0.84
9e80a452-b39e-28d4-e3cc-711d7830c145+9f1bcde1-e011-4cf0-9b0e-3e05b23e03a6+40c499fe-e457-4fe8-9ede-1f5651950487+100d922c-8086-4e5d-baef-e1f94d75f3a4,"What does the product name (""Premium Color Copy"") on this packaging tell you about the paper product?",good,good for photographs,,0,0.8
9e80a452-b39e-28d4-e3cc-711d7830c145+9f1bcde1-e011-4cf0-9b0e-3e05b23e03a6+40c499fe-e457-4fe8-9ede-1f5651950487+64c8ab17-d39c-469d-a128-e8698e8cf15d,"What does the product name (""Premium Color Copy"") on this packaging tell you about the paper product?",good,its good quality,,0,0.777777778
9e80a452-b39e-28d4-e3cc-711d7830c145+9f1bcde1-e011-4cf0-9b0e-3e05b23e03a6+7ca2b38d-3847-4394-8af5-7f605168feae+2c2336d6-e295-4c07-a701-fd5a8f19a3e0,"What does the product name (""Premium Color Copy"") on this packaging tell you about the paper product?",the quality,"Indicates high-quality, high-quality colors",,0,0.818181818
9e80a452-b39e-28d4-e3cc-711d7830c145+9f1bcde1-e011-4cf0-9b0e-3e05b23e03a6+edfc6804-3575-44dc-8a07-52300abee135+44f5abb9-f6ae-45e5-aa7c-d4811199a6ca,"What does the product name (""Premium Color Copy"") on this packaging tell you about the paper product?",Premium paper made for color copies,Gives you an idea that it is only for color copies,,0,0.8
9e80a452-b39e-28d4-e3cc-711d7830c145+9f1bcde1-e011-4cf0-9b0e-3e05b23e03a6+edfc6804-3575-44dc-8a07-52300abee135+93a1d641-840a-4a73-aa3a-a1371275fc0f,"What does the product name (""Premium Color Copy"") on this packaging tell you about the paper product?",Premium paper made for color copies,superior quality paper,,0,0.791666667
9e80a452-b39e-28d4-e3cc-711d7830c145+a5c0e211-da8e-45ab-8ada-3abccfbfa5a6+005680e9-0db7-483b-9883-ca237d1c35a5+28310f99-ef63-4f6b-a339-d464d9abb022,"What does the product name (""Color Copy Digital"") on this packaging tell you about the paper product?",That its for color and digital,that can be used for color copying,,0,0.777777778
9e80a452-b39e-28d4-e3cc-711d7830c145+a5c0e211-da8e-45ab-8ada-3abccfbfa5a6+18f7d8cc-7121-4aa6-92e8-1dbe99593fdc+005680e9-0db7-483b-9883-ca237d1c35a5,"What does the product name (""Color Copy Digital"") on this packaging tell you about the paper product?",product made for color copies,That its for color and digital,,0,0.777777778
9e80a452-b39e-28d4-e3cc-711d7830c145+a5c0e211-da8e-45ab-8ada-3abccfbfa5a6+18f7d8cc-7121-4aa6-92e8-1dbe99593fdc+252aa9c5-d63f-4a49-8e90-c46e0a642a23,"What does the product name (""Color Copy Digital"") on this packaging tell you about the paper product?",product made for color copies,great for color copy,,0,0.8
9e80a452-b39e-28d4-e3cc-711d7830c145+a5c0e211-da8e-45ab-8ada-3abccfbfa5a6+18f7d8cc-7121-4aa6-92e8-1dbe99593fdc+3fa7e60c-39ea-4e89-8190-1fdfaae15f31,"What does the product name (""Color Copy Digital"") on this packaging tell you about the paper product?",product made for color copies,You can make color copies as well as digital prints,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+a5c0e211-da8e-45ab-8ada-3abccfbfa5a6+18f7d8cc-7121-4aa6-92e8-1dbe99593fdc+4af22731-a0a5-4b0a-ba96-e550c9159974,"What does the product name (""Color Copy Digital"") on this packaging tell you about the paper product?",product made for color copies,I think of a perfect paper for high-quality color prints,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+a5c0e211-da8e-45ab-8ada-3abccfbfa5a6+18f7d8cc-7121-4aa6-92e8-1dbe99593fdc+581cb56d-1a36-46b9-9036-1dc69501df07,"What does the product name (""Color Copy Digital"") on this packaging tell you about the paper product?",product made for color copies,Excellent product,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+a5c0e211-da8e-45ab-8ada-3abccfbfa5a6+18f7d8cc-7121-4aa6-92e8-1dbe99593fdc+d8ae1315-6c93-479d-a2e4-f25d1b3015c5,"What does the product name (""Color Copy Digital"") on this packaging tell you about the paper product?",product made for color copies,High Quality Digital Copies,,0,0.777777778
9e80a452-b39e-28d4-e3cc-711d7830c145+a5c0e211-da8e-45ab-8ada-3abccfbfa5a6+2d3e5f5d-7ebd-4a2d-99e5-199249b3a5f9+9099047f-6548-498c-a06c-8cbed693f279,"What does the product name (""Color Copy Digital"") on this packaging tell you about the paper product?",That bird shows the colors.,Quality in color,,0,0.777777778
9e80a452-b39e-28d4-e3cc-711d7830c145+a5c0e211-da8e-45ab-8ada-3abccfbfa5a6+2d3e5f5d-7ebd-4a2d-99e5-199249b3a5f9+a8608cb3-5ec7-4814-993d-36a83ec93662,"What does the product name (""Color Copy Digital"") on this packaging tell you about the paper product?",That bird shows the colors.,Excelente calidad de color,,0,0.75
9e80a452-b39e-28d4-e3cc-711d7830c145+a5c0e211-da8e-45ab-8ada-3abccfbfa5a6+2d3e5f5d-7ebd-4a2d-99e5-199249b3a5f9+c068eee2-4cca-4e9c-a8ae-6beb73eaf60c,"What does the product name (""Color Copy Digital"") on this packaging tell you about the paper product?",That bird shows the colors.,Outstanding color quality,,0,0.75
