sentiment_hq,statement
0.479941905,The smell of the store.
0.558382273,The tire will last
0.927222014,Improved security
0.567744911,Arthritis management
0.9912137390000001,makes my job of security easier
0.072655149,put small craft material
0.69595468,phone knowledge
0.833669365,Meet new people that I could be friends w
0.9138460759999999,convenience to the office
0.481051743,safer drivers should pay less for car insurance
0.158399999,Trying out different styles
0.967634618,Durability means it will last a long time.
0.832561195,Because I love their coolatas
0.8107216359999999,How good is the product
0.7694454190000001,Misc. storage
0.833505809,getting help
0.8543902040000001,salads
0.601994216,Trying to be perfect
0.730555594,Marbling
0.457637489,I need gas and a hot cup of coffee
0.729390323,Additional food
0.03985443,sales person lacked
0.397358835,Size and color
0.550811708,Data
0.9560346009999999,Affordable gigabit internet
0.828947365,Looks health
0.363158315,build more motoways
0.099552251,Customer rep wasn't aware of philo service.
0.756145537,I want to learn and leave an impact
0.677024782,Pricing strategy
0.47746387100000004,store salad
0.8892378809999999,How we improve the status quo to match the ever changing regulatory landscape
0.25110301399999996,Minimum benefit packages
0.75996387,driver safer
0.8450052140000001,Legos
0.599823535,I already have a phone through the government that's free.  Otherwise the Jitterbug does indeed seem
0.932868362,Ensuring that students are actually learning concepts and not just regurgitating them.
0.466396391,Aviva can save you money on your car insurance
0.340512425,Having to keep up to date with more legislation
0.500083149,demo needed
0.944102824,hold up in different weather conditions
0.009633193,Not much traction in the mobile market
0.326458693,to improve access to loft
0.616042376,Brew me
0.541509748,Sour cherries with cognac in dark chocolate
0.892603099,give me ideas to incorporate appropriate ayurvedic foods into my diet
0.695047677,To make the garden safe and useable
0.990647078,Looks delicious! Natural ingredients
0.636858642,Cuban Hot Rods
0.10123428699999999,I just don't feel I have any need for such an app or program.
0.434380472,focusing on the material i am given
0.343715042,Would like suggestions how to prepare on the package.
0.265005618,make background information easier to look up
0.866473377,looks like real chicken
0.979804516,I use them to store leftovers.
0.383211106,diet counceliong
0.704707146,fixing garden fenc
0.683884919,FOOD
0.181254432,no more ideas
0.259163618,Long wait
0.49176424700000004,Store opened food.
0.88772589,Collect phone number as reward program identification - like Panera
0.610075235,on medicare
0.076908045,not as a group
0.57562077,on sale
0.5305407639999999,If the photo on the package looks good.
0.661570668,Pediatric Specialists
0.994797945,Flavorful or unusual seasoning
0.849864662,Got all I need
0.817762911,Better quality product
0.0037096720000000002,Fake hair
0.98933303399999994,better than traditional monitor
0.080703341,I didn't realize certain classes needed a permission to add code.
0.33277592100000003,All I saw was an ad for star wars
0.5324504379999999,it would make me feel more comfortable
0.544060826,Give a larger discount.
0.908052445,i like the os
0.806159973,I liked the city
0.9425285459999999,GOOD FOR BODY
0.108126536,Not re-used my existing homerun to wire garage TV.
0.534953117,being a woman
0.653694451,Available resources
0.206661433,General maintenance
0.9058946370000001,perhaps keep normal option and add a much higher quality option more money.  could reduce so many wa
0.577548146,That woman was pretty
0.043470565,"Without knowing the price, I woud not buy"
0.801505625,register directly from MyMap
0.970058382,Lasts a long time
0.505993426,"because people don't talk about depression,"
0.941946864,best service
0.8639127609999999,Quite generous!
0.968978405,I looked easy to make and delicious.
0.502206385,I have a high end smartphone.  Dont want or need such simple phones
0.44593477299999995,the blue
0.926720202,I am replacing our bathroom and updating the decor
0.656360924,Choc caramel
0.068251535,they never fixed the problems.
0.5326161389999999,If one is single versus married or married with children.
0.488043726,I would love an app where you could gamble money but easily win
0.6819635629999999,People getting in debt
0.977208555,good price per pound
0.67854476,LV  gets everything sorted
0.384509683,rather costly if you dont want all the items
0.9803709979999999,Better understanding of nutrition
0.405270279,"I don't like that idea, but businesses have to do what they do to survive with all the rising cost."
0.405563295,Picture
0.226133466,Stopping  illegal drugs and corruptions
0.693150818,to refresh the hall decor
0.529379845,Walking
0.839213729,That NATO has a long history of keeping the peace.
0.765787065,They're fortunate
0.717284679,Save on a range of products
0.38974106299999994,Individual channel pricing
0.137285024,The customer service representative didn't know how to help
0.810003877,Women are delightful
0.097771205,"I think a premium paper would be more resistant, thicker, more white"
0.8524062040000001,more nature friendly
0.801262558,It just sounds very appealing
0.010196934,has onions  in it - would not purchase
0.7696690559999999,Natural ingredients
0.929154813,"High turnover of human resource, epecially in HCMC"
0.9014212490000001,To enjoy the process of learning instead of merely looking forward to graduation.
0.012173043,8am-7pm window and follow ups are not good service options
0.929299951,"Tutoring for not just classes,  but in how to manage life as well."
0.945485473,it is applealing and look classy
0.656637907,More drive throughs
0.543758631,"Better quality, for a higher price"
0.8469210859999999,Having unexpected holds
0.507389069,FOR IT TO BE APPEALLING TO THE EYE
0.422882915,Why am I being asked this question for the third time?
0.8643828029999999,Packed
0.442057639,Booking or ticket purchases
0.6576622129999999,ice cold coffee
0.99283284,It's delicious!
0.207391873,I DID NOT SEE ANY ADVERTISEMENTS OR DID NOT GO NEAR THE SODA FOUNTAIN
0.823878586,Greater use of R&D and decision support technology
0.028584653999999998,Stereotypes
0.010268761999999999,I am thinking it would not be worth the price.
0.834861875,show empathy
0.014041125,it's not my choice
0.6902565959999999,A vegetarian veggie hummus wrap
0.6807044740000001,Plastic surgery is available to everyone - every day woman was pictured
0.574624181,This would be great for cleaning my daughters face and hands when we are not at home.
0.7691677809999999,I would purchase because the meat looks hearty and tasty.  Looks like the steak would be quick and easytocook
0.986944795,Reliable facts and figures
0.30649665,The size and picture of strips
0.9340499640000001,colorful lids
0.200128526,AMOUNT OF FAT
0.8857573870000001,Safe plastic for freshness
0.902042151,Christmas is more special with church family as we do more now.
0.865659356,looks appetizing
0.639151812,grilled chicken
0.868264079,Royal Canadian Navy is training with Nato Allies to keep Canadian seas safe
0.003372361,Poor quality road surface
0.981081367,Gaining knowledge on multiple subjects that can be applicable to both your field of study and life
0.927247763,More affordable than Nike
0.868636787,They can make it easier to get in to see your primary physician
0.39301243399999997,Conscious
0.509043574,Coping with revocation of active
2.2035e-4,Disgusted. I'm sick of this shallow bullshit.
0.9827954170000001,Smooth flowing Patten
0.55187434,Public Transporation Information
0.418457151,"Sandwhich, chips and a drink"
0.16431655,no shiny surface
0.013215028,Not good enough
0.6493119,Nike has many styles to fit everyone
0.028260689,It was difficult to make a choice.
0.740361095,better communication with the doctor
0.189492121,left overs
0.7665023209999999,irish cream and strawberries
0.9603471159999999,Elegant
0.24412082100000002,A muddled one what has our squadies training with the Norwegians got to do with NATO?
0.4181757270000001,It takes way more visits to get rewarded now
0.520157993,stand up to rough roads
0.248277992,a cold turkey sandwich
0.984523177,It was affordable and large enough for all my possessions
0.714305282,same as it is now
0.807938576,I would definitely buy coffee there if it takes less than a minute to get the coffee you want.
0.834993601,"interested, curious, avaricious, drawn in"
0.20495554800000002,No price in description
0.13768656599999998,It would be higher quality and heavier.
0.036099579,I had a hold on my account and wasnt notified so my cart submitted and failed. :(
0.7708495259999999,business center
0.569336534,End Rebellions
0.6808730959999999,Pride
0.622397721,neighbours fence falling onto our property
0.221711651,I didn't have to stay up late
0.571175695,That they always have the cheapest gas prices around
0.480919659,store ice cubes
0.810902298,Extending the kitchen
0.7618982790000001,installation of solar panels on the roof
0.986275792,Creating more clear guidance and resources for each student's specific career path
0.9769381290000001,Good friendly people. Also good service
0.94877243,International peace and protect organization of 28 countries
0.8605285290000001,Save the cost of local operation
0.533754885,New appolstry would make the apartment more comfortable and homie. I want to be in my apartment not hatetobeinit
0.027849186,too far
0.073615715,Don't feel I go frequently enough
0.656813026,Craft
0.863009989,"Maps, postcards, guide books, information desk"
0.006471978000000001,Lady in ad didn't look very radiant to me.
0.645616114,cost of living
0.767257392,Option to input current work schedule and system will only show you classes that dont conflict
0.94568032,My grandson would love this for his small toys
0.665187776,Star wars logo
0.538783908,Underestimating themselves and overestimating business
0.28303352,Try and sell you stuff
0.9128263590000001,Bright colors
0.013032077,I wanted to but it didn't work. There was no cart button next to the classes
0.580319226,Always wanted to build a summerhouse on the waste area at the bottom of the garden as ground so hard
0.963043034,It's premier quality
0.99510777,Fitting my classes together as well as figuring out what classes to take.
0.18618346800000002,David Coulthard is a dangerous driver
0.551256061,WE ARE PART OF NATO
0.640494287,plum copy
0.070404291,I would look for package appeal. I would look for a nutrition label.
0.41321572700000003,Offer more free food and double day's when you can earn more.
0.522713244,People sitting in the middle or outside lane
0.37641817299999997,More tight-knit communities could provide more support
0.8043685559999999,Competitiveness within Marriott School
0.543550789,Go back to the first rewards with it being easier and successful.
0.67550689,The freshness of the chicken.
0.617451489,go big
0.604076505,Student involvement
0.050786193,don't like breading
0.245278955,The image of the shape
0.52416569,Stuff to Eat
0.092460543,Not going to class
0.63325876,health education
0.993769586,i love how elegant and top quality it looks.
0.92492348,It's fun
0.436328173,does car insurance
0.015934832,dont have the money to pay for it
0.52543813,cirrus paper
0.112134248,No chronic injuries or conditions
0.024808252000000003,Seemed annoyed that I was there.
0.621915102,economy
0.948369265,"Food, snacks, craft supplies, nails, screws, batteries,"
0.059316575999999996,Don't know how to find a permission to add code
0.421402812,Wipe oil off the face
0.754866838,It looks like it could be tasty
0.620871544,Ribs
0.943454146,more affordable
0.767294347,Shes the actress that i recognize the most
0.512647271,Different concepts
0.81115824,use products
0.7582646609999999,Safety means my tires are less likely to experience a blow out or cause an accident
0.637181401,The color is eye catching.
0.738241315,speed to cook it
0.847438932,PEACE
0.9895241859999999,"cheaper than having an apartment, allows me to save, within zoning of my school"
0.366925657,The claims on the front of the package
0.628375232,My expectations where blow away
0.7556685809999999,"make living there more ""tolerable"""
0.926944375,Paired with veggies for burritos
0.35016301299999997,they eat organic food
0.680033922,In house laundry
0.900431275,improve traffic road system
0.8899452090000001,I like ethnic food
0.6051729920000001,Social life
0.748758555,storing herbs
0.83944881,Quality in color
0.611332059,brighter colors
0.91297257,Lots of supplies required
0.67944473,toys r us does it and i post about it on facebook
0.17946668,hard work
0.931286752,Improve upon existing services and customer satisfaction
0.44354954399999996,"THE STORE WAS NICE, CLEAN. DID NOT GET A LOT OF TIME TO BROWSE."
0.6692813639999999,phones
0.9913867120000001,great for prizes for birthday party
0.237325743,can return item quickly if i need to
0.814498663,Odisha has a small village known as pipili which is famous for applique work
0.391790807,The size of the items
0.670837641,in bathroom
0.99259305,solidly built
0.8640065790000001,It has useful features
0.939775825,"Packing lunches, storing food in refrigerator and freezer"
0.656079531,Person
0.6675929429999999,Hazelnut
0.9517925979999999,i use it to put leftover food in.
0.090498447,I would expect it to be heavier and more durable
0.7843555809999999,friends opinions
0.980506003,I like the flowing design...it's very comforting. I love it in color because blue is my favorite
0.450547606,"that its a premium paper, digital and for color"
0.889578581,Drive smart
0.858953118,is nice
0.6108886,I have no questions as I would probably pick the flip pone.
0.743118107,You get the best service if you use that company
0.142615289,expense
0.259523302,Freshness smell fat content price prices
0.873859644,I use them for left overs
0.653861225,Attainment of a degree
0.9337679740000001,i love mickey
0.131967291,more stress
0.022837726000000003,Two sealed units had failed
0.715017557,Royalty Rest
0.542779625,Beach
0.21887964,better medication
0.044990264,She's not that interested in cell phones.
0.458950639,Make up removal
0.630245924,total body cleansing
0.42966958899999996,korean
0.514768601,Needed directions
0.7054111959999999,Close to campus
0.632079184,"It's been around longer, and had alot more to offer as in connecting, or finding exactly what I'm looking"
0.9282945990000001,its a premier product
0.3762196,"More fear of litigation from increased regulation, particularly around buffers & product withdrawal"
0.003212315,App did not work the first few days
0.732888758,Tour ideas
0.18071733399999998,Someone to teach me.
0.48469772899999997,People in Utah isolate themselves into groups. They need to include more people
0.454453856,Seemed to have a lot of information on the package.
0.8661232590000001,drink options
0.7599459890000001,popular colors
0.759970307,registering for classes that need prerequisites. Even when I've registered for the prerequs.
0.652911961,More advice
0.536129534,Without peace the world is doomed
0.624972701,Better variety
0.6369377970000001,mass market penetration
0.984484375,helps you create recipes quicker
0.9659572240000001,good packaging looks like hotpocket
0.7999807,full color presentations
0.7884076240000001,Large families can be stressful on limited income base
0.9093221429999999,Longer lasting cosmetic improvements are important for a lovely appearance
0.375127941,"Overall, I thought it was a really cool package but I felt discouraged by the high price."
0.5787910820000001,If I could carry my points from card to the app
0.976232588,ACCURATE advice from counselors is essential! I've received AWFUL advice from UVU that set me back..
0.46317941,"It looks good, but I am not sure what 20% solution means; am I getting less meat? Is it necessary?"
0.598162234,Video security
0.9707171920000001,Job improvement
0.633860469,As a rest area
0.965132833,Young children would like these bags for snacks with their favorite movie characters.
0.966847777,I use this program because I enjoy the food at Qdoba and I really enjoy getting free food.
0.886750102,Shares information
0.50488025,kids would love using these
0.5521834489999999,meat free
0.821858347,A good idea for lunch
0.681798577,have an app
0.019294702,fail to recognize it a mental illness not a personal failing
0.57670331,In the car
0.6488305329999999,Wider range of customer requirements
0.348799288,I make dogfood and freeze it
0.958628535,hand crafting a beer like the specialties at the good stores
0.983349919,It explains it's exact purpose and quality
0.097574756,It looks old fashioned
0.09030959,Doesn't take long
0.8574804659999999,Actually going to class and paying attention
0.410039187,get a map
0.585566759,i use them as trash bags
0.191178381,claims to cut out middle man but becomes middleman
0.448096216,Womens Health
0.126260832,Only secure sites would get my info
0.9884815220000001,Great Packaging
0.9624716640000001,I also use them for leftovers.
0.754863739,Free meal on birthday
0.590787113,Tracking the Java
0.7658807040000001,for kids snacks and lunch
0.760250986,i expect that medicine will be stronger so injury time/sickness will heal sooner.
0.282289684,20% solution?
0.9616776709999999,That my tires will handle all road and weather conditions!
0.5307583810000001,Apartment size
0.46896711,Lighted keypad?
0.938313305,I used them to separate and seal frozen fruit snacks!
0.458225459,the pattern just caught my eye
0.72214824,storing toys
0.626784205,Time Management
0.847749531,Be rewarded for loyalty
0.048414107000000005,low expectations of professors
0.154318705,Just haven't done it.
0.053761352000000005,bad parking
0.9914278390000001,The opportunity for great rewards.
0.191022322,I want to see a monthly printout of expenses that the cities has to pay and why.
0.285652578,did not know there was a new program; don't visit restaurant often
0.570662975,Map
0.149882019,Dangerous drivers cost safe drivers money
0.890746653,Staying up to date with people's interests
0.78037256,The registration cart was good.
0.914257467,They can handle any surface without extreme wear.
0.55271470600000006,They have many recipe foods to offer
0.322334707,They need a cell phone they can read when on the road
0.9821069840000001,Very easy to install
0.212709978,lack of education amongst drivers
0.7745311859999999,Deals and discounts on local attractions
0.480184495,plaster
0.394069254,premium color copies
0.089471266,Don't need it
0.650278628,My son pays for my phone.  How would I get this information to him?
0.593330503,bring the card back and have a phone number option
0.9706101420000001,Hotel vouchers have been an effective motivator for us in the past.
0.960920274,best for color printing
0.8587066529999999,cool nothing like it classic sweet
0.34636020700000003,built better
0.614310741,Making our products price comptitive
0.96945554,It's packaged well and it's looks good
0.192629978,didnt know about it
0.967993856,Our officiant was absolutely wonderful to work with. I really wanted to let others know!
0.84468466,Drive safely and save money
0.8554677959999999,healthy mind
0.48243647799999995,Does it have easy to use texting?
0.237772867,I'm not sure if the baby would like to wear it.
0.7862038020000001,cute for little kids
0.991815507,Lasts a long time and will not fall apart
0.10745782400000001,Dont know
0.967123568,It looks more appealing than the original package. We eat this product oftern.
0.6548887489999999,I've never heard of this brand.
0.445400536,3 lipsticks
0.467773646,The blue color goes with the waves
0.7606949209999999,reception and coverage area
0.894528925,I love apple
0.047585710999999996,dangerous driving
0.536579847,to get an idea of all California had to offer
0.623912275,hand pies
0.945136547,I drink Coca-Cola because that's what my mom bought when I was growing up.
0.24319402899999998,Logo just showed Drive Thru instead of Pierre's Drive Thru.
0.694812834,What makes you different from your competitors.
0.481553316,just released from hospital
0.386124194,would try it
0.192778632,Less control
0.275667101,Does it have a warrenty
0.893326223,neat
0.988603175,"Strong cultural heritage of pioneering, with the focus on being tough and resilient"
0.010907018000000001,not interested ina cell phone
0.9238939290000001,better than the last one
0.43306118299999996,Better distribution
0.618757308,Cloud
0.063825428,Blowing nose
0.652741373,the story line
0.111514598,beat your meat and suck it off
0.666784644,I am used to the Android system
0.5476179720000001,"Have more baristas to serve people, reduce congestion."
0.03943909,Price may be unappealing.
0.96230042,I use my re sealable lastic bag for everytjing.i use a snake bag for my food size serving
0.8838936690000001,"it tells me no matter what i am printing, it will turn out perfect."
0.740054905,Changed privacy settings on social media
0.739321888,At a restaurant
0.243288726,house is old and roof has not been looked at for some time
0.283032835,It would be easy to eat.
0.795625925,alot
0.34625625600000004,never boring
0.191995487,This would lead me to buy more Lancome
0.96615845,Feeling safer is never a bad thing.
0.9879670140000001,I AM SO HAPPY WITH MY SMALL FAMILY
0.28530573800000003,I would expect the paper to feel thicker and sturdier.
0.0546536,I would not purchase the Microsoft Surface phone because I do not like Windows phones.
0.47602728,"Art classes fill up fast, with little options for non-majors other than to waitlist"
0.815590024,pressure to have a family
0.179099724,plasterboard hole  needed repairing
0.994363606,I love it. It has provided a level of Peace of Mind that I couldn't get elsewhere.
0.022114247000000004,It did not say that it was grass fed chicken
0.9056275490000001,keep parts together for things while working on them i.e. storage cabinet
0.712707937,"Meaning they stand up to the weather, road conditions everything else that would be thrown at it."
0.690858781,Colombian cuisine
0.644257784,type one idea here
0.406371474,I'd like to have more control over my privacy
0.9351829290000001,it seems an intersting story combining the smuggling with a beauty pageant
0.715930939,stir fry
0.982068956,premium look and good quality
0.082971394,not whole
0.502883375,Contruction timelines in Orem
0.008605986,it doesn't convey anything
0.601554036,Because she was in Shake It Up (A Disney Show)
0.426300705,Free entree
0.961083114,the brightness and the perfection its clearly represent in this photo.
0.22543187399999998,Employees don't know how your system works and you don't reply to emails.
0.053403702000000004,Looks like a regular container
0.5521721239999999,Different varieties.
0.320621669,Cold fountain drink
0.6213391420000001,Miami Speed
0.5904229879999999,optional idea
0.5764270429999999,"I am a California native, so I don't need to know what California has to offer."
0.018950447,It has too much sugar
0.044729661,They don't want to apply.
0.938948989,Importance of work during law school
0.324097395,I think they use all that data to manipulate you into making them profit of some sorts
0.42567652499999997,The whole design
0.389627934,Not sure if that's really necessary
0.8082263470000001,Wide range of learning opportunities
0.427607805,not having tests required in the testing center
0.9182124140000001,My primary care provider's recommendation.
0.9288468959999999,She has nice hair
0.7488936190000001,Chocolate fudge with peanut paste
0.946854711,i liked how pleasant my wedding was
0.988449097,I use them for snacks and I use them for shipping packages
0.692258775,Downloadable web content
0.8057852390000001,appealing
0.204767212,egg salad
0.85459733,Much like the others
0.795924425,the right amount
0.470224738,party favor
0.883022785,I do stories and poetry books. I like to have my paper to be double the amount of pages I use
0.025987286000000002,"It's a good concept, but it's not as effective or reliable as I thought it would be."
0.897454917,I can drive in winter
0.632797003,Inexpensive
0.327865303,After eating.
0.748322785,No cold strong beer in the State Run Liquor Stores
0.921593428,Clean bathrooms
0.266593397,"I'm not sure what product we are talking about, yet."
0.98340869,Being confident that I can rely on my tires to do their job
0.757481337,Entertainment places
0.486806065,incompetant drivers
0.587927282,"Size, color and price"
0.8906575440000001,Feel confident about nato
0.55355835,caramel and honeycomb
0.7833494540000001,Fiscal reporting on the city's finances.
0.081205875,low emissions
0.241979793,Becaye we had a new window fitted and there was a crack doing form the corner to the skiring board.
0.262865007,Nothing it was great
0.979305208,"I use containers for storing everything, from nails, to food to crafts."
0.037653085,Tired of using Android. Would make the change to have something different.
0.654658139,that is alot of products to get for a promotion awesome
0.381540865,turkey bacon ranch sandwhich with chips and a cold coke
0.726572931,View recorded shows in a downloadable fashion on tablets.
0.555328131,The device on my child
0.380187124,Paper for Color
0.8540040259999999,Pet friendly
0.959924758,snacks for road trip
0.287014037,Private Garage
0.657453477,ganache
0.95232749,Detailed billing for your Play combos
0.45438981100000003,italian
0.9238013629999999,"Provides meaningful course work, not busy work."
0.788016617,They are features that would make my living experience more enjoyable.
0.007941382,I did not say that.  The image was not convincing enough.
0.553090274,Moving to IPv6
0.769214988,Premium signature cuts
0.7292256359999999,time frame
0.063205533,its cheap
0.419353455,wants people to notice
0.852384329,Does it meet my needs
0.974376082,looks delicious
0.983370662,Nice to be able to talk to someone in the comfort of my own home.
0.746410668,I will help people to go school college is to spensive
0.9846681359999999,quality and quantity
0.9771081209999999,GOOD TO WRAP SANDWICHES FOR LATER
0.516941667,IM at work vs call and email
0.477496982,it is a cut up premium product
0.457834512,Less buying each time.. convenient
0.23518534,Needs better packaging
0.8474375609999999,of course i vist the coffee shop to buy coffee
0.966558516,Being able to complete assignments in a timely manner.
0.980681241,For lunches for my child and to bring snacks along.  I also use them to hold rosaries and batteris
0.033937283,It would be more durable
0.603385985,Type II diabeties can be managed successfully
0.063635662,Broken fence
0.603333354,Crop prices
0.9902817009999999,Whenever I need to feel clean and refreshed.
0.987247109,"Unconventional, new insights"
0.932511449,More affordable internet options
0.964537203,Work/Life Balance
0.7044327859999999,"I usually get gas at Racetrak, although I do not always go inside."
0.371637702,the wavy design and the color scheme
0.439317465,she is more recoginized
0.864863157,Location is between where I need to be and where my significant other works
0.857240379,clean and scent free
0.9807476999999999,Durable tires stand up to adverse driving conditions.
0.044458295999999994,I feel as though the final products would not be worth the effort
0.143522054,I would not be able to finance otherwise
0.975307107,A good price
0.078385502,i would not ask anything
0.788586318,Cheaper than Starbucks
0.427934021,Close to public transportation
0.7675845029999999,#1 for car insurance
0.548976123,Remote and unpersonable
0.7161262629999999,put food in them
0.8202584390000001,learn things
0.749505997,in kitchen
0.855219305,WORLD OF CARS AND TRUCK
0.734141886,I think shipping fresh vegetables and assorrted neats
0.575634599,Do you offer reduced cost of phones to seniors?
0.701009274,The monthly plans
0.984333873,its good quality
0.750228107,MIAMI RICH
0.809960783,Community events
0.8484935159999999,A familiar but aged brand.
0.609123111,"cheese,pepperoni"
0.7942448259999999,I like to eat
0.327732831,It suggest that they offer surgeries that will help a person feel better about themselves.
0.018137063999999998,it is an odd advert as more like a dance off
0.9445517059999999,Depth and width of market access
0.09225823699999999,Lack of other women
0.93726927,The light monochromatic packing gave a serene spa like feel.
0.025930341000000003,Lack of support
0.190400958,one ingredient
0.945346117,It worked great
0.312003076,More sustainable rotations and less reliance on chemistry
0.695342958,The tire will not fail when the going gets tough
0.722452283,Used my family doctor
0.992581785,credible and reliable market analysis
0.134253606,really???
0.131292537,To separate small items
0.920012713,I like the atmosphere
0.716172576,African Meat wraps
0.667471409,Having professors who are knowledgeable about the subject and able to teach it effectively to studen
0.9653853179999999,It Helps !
0.721167207,When I need to wash kids' hands and don't have a sink.
0.688150585,Male dominated field
0.68239069,My spouse is a professor at BYU so my tuition was waived.
0.4668576720000001,Self driving ability
0.7443541290000001,I'm interested so I would download
0.22614166100000002,Syndicated Research
0.942599893,IT MAKES ME EXCITED TO BUY THE PRODUCT WITH ALL THE GIFTS
0.177254722,frozen food section
0.7272207140000001,Part of a kitchen makeover
0.9705652,unique brand name and design
0.9106521009999999,user friendly
0.568906307,The movie
0.36602205,moved house and it needed complete overhaul
0.823895574,I don't have to worry
0.971324325,"making lawn mowing easier by creating a firm ""edge"" for the lawn mower wheels"
0.7154981490000001,Portioning food
0.30516898600000003,Postal services
0.92830652,Have a list of general education classes to choose from based on requirements they fulfill.
0.760632157,Cooking
0.49798902899999997,same i think it'd be about the same exactly the same
0.009585715,Professors going through the motions and no longer enjoying teaching
0.7520414000000001,Work life imbalance
0.7405158279999999,protecting people
0.712460935,she looks like she would make a great barbie.
0.644701421,Tablet dashboard
0.587986529,Get rid of unwanted hair
0.50925535,disinfecting many different things
0.711966634,using an app to monitor the baby's vitals
0.57799989,Seek novel solutions at a faster pace
0.004881751,Wasn't my choice
0.27942183600000003,indicates that it is for color printing
0.885971665,Home brewing groups to swap advice.
0.583764136,That's all I have to say about this.
0.936572075,More places to visit
0.428486615,make it less intrusive
0.138887867,not for only four ckcken breast
0.589293718,Better initial contractor quality of installation
0.605186999,professor assistance
0.101674385,I have no experience with this monitor.
0.044705953,Dangerous driving
0.876763046,Hello good survey
0.137372285,I don't want pork
0.9212910529999999,I think that my cyber life helps my mental well being since I can't get out much
0.21853221899999997,Limit the usage
0.571873069,Hospital affiliation
0.174770355,"I want to fill the tank with gas, get something cold to drink, and buy some lottery tickets."
0.584550679,Arroz con bistec
0.024675554,Could not register on the day scheduled because I wasn't notified about my ecclesiastical endorsemen
0.009945495,Was not satisfied
0.779021502,retro glam
0.8887810709999999,Sleep Dream
0.964969218,I think they already have a great number of choices in types of coffee.
0.41926533,ham is cooked
0.848246932,I think it will as good as it is now or better
0.829168558,the most correct description
0.97711432,I like traveling
0.08629737800000001,It should be lowering costs and improving care.
0.9714707140000001,a good hamburger that tastes fresh when heated up
0.331590533,Data might not be interpreted by laymen properly
0.66095531,to get  out of the house
0.621429324,Type of service
0.929469526,able to do what i need to do
0.39752119799999996,Middle aged to young families
0.883220434,I like being rewarded with a free entree after so many purchases
0.142179102,$11.99
0.63860184,kit
0.624248028,laptops available with free WiFi for visitors
0.678823948,The moon and colors it has.
0.91303283,it is stylish
0.06961610900000001,women are not applying to the business school because these business careers are boring money makers
0.7291363479999999,Wide Variety
0.941738665,Feeling lovely
0.600398123,icees
0.849737704,Safety means to me reliable.
0.865589976,Save leftover pizza in refrigerator
0.991809845,GREAT VALUE CAR INSURANCE
0.35509032,Cold
0.944500923,they are energetic
0.668847442,that being in the armed forces is to secure the country
0.3759360020000001,Candy Corn
0.9747384790000001,Educating teachers on how to use Canvas.
0.5817452670000001,have more professional women that share experiences
0.957329333,Long lasting cosmetic improvements can make a person's confidence last longer
0.69499135,"Community programs and services available, changes to current policies,"
0.621974468,ordering via my phone
0.89957571,I would use these bags for many things.
0.165465921,that the brad started with beef production
0.23209699999999997,Go back to the simplicity of the card. No required app.
0.693826675,Their frozen beverages are superior.
0.276647747,see inside
0.428032666,close to school
0.162352845,I think the predominant religion has very high expectations for women and LGBT youth
0.378715336,many types of cosemtics for $65.00
0.9593641759999999,The name appeals to me and shows the vibrancy of the colors.
0.510177553,It was in need of replacement
0.547523499,because it could track all the things that i am viewing
0.995027661,great bargin for essential items
0.936568677,effective Sales force
0.41034364700000003,I prefer to have the unused papers sealed in the 2nd package instead of being in an opened package.
0.629076719,more food
0.44140482,A free burrito
0.929106414,The old program was straightforward in you earn free entree after 10 visits.  New program complex.
0.911875248,i drink coca cola to quench my thirst
0.9686840179999999,very appealing
0.882958949,Back & Body Performance is a bed that relaxes your back soothes your body all while giving you rest.
0.929567218,We need our troops to keep our country safe
0.39753148,I think of bill gates and how he used to monopolize the market purposefully years ago.
0.93593359,i use the to portion my food into small meals.
0.727841675,A paper where the ink looks great
0.373956144,"Skin care, but words are about plastic surgery."
0.896505177,"Complex data, into simple solution"
0.37674692299999996,Usually in a hurry to get to hotel
0.371634215,hard classes
0.493426055,Insurance companies will have lower profits
0.7044641970000001,Use experienced techs
0.5013054610000001,I put leftovers from meals in them
0.813539505,trying to say it is a quality item
0.592736185,I picked one i liked and had to review no more
0.5698897239999999,"it includes the word ""premium"""
0.666850686,Prints clearly
0.926080942,"We mostly use plastic containers to store leftover food, either in the refrigerator or on the counte"
0.670686662,a lot of items for one price
0.867890835,Programmable thermostat
0.587938309,not all classes were added so i am now waitlisted
0.11816503099999999,Getting Botox may not make you happy as the lady in the ad doesn't look like she's happy.
0.25776422,indifferent
0.011276021,Professors with a teaching style not compatible with my learning style
0.42675176299999995,how much they cost
0.983322859,Effective at gently cleaning germs.
0.018646531,Doesn't sound unique
0.933992088,Reliable
0.011743548999999999,I was not willing to pay that much for it
0.6025678520000001,The pattern looks feminine.
0.025301012999999997,out dated
0.37792629,housing preferences
0.7982124690000001,Learning for future career
0.554711223,Going to the beach
0.048802532,it is wrong to mislead people
0.93105644,reliability is the point of providing a service that will be unscathed.
0.979362428,I like the color of the logo. I also like the design of the letters and also like the moon.
0.009886243000000001,Plot sounds silly
0.030209955,Anti-identity theft or anti-virus.
0.24684990899999998,does the flip phone come smaller
0.7739726309999999,she is hot
0.08669661,The kits looked expensive for something that might not work out.
0.6967160109999999,"get ideas for places to see, where to eat and stay overnight"
0.740645766,Cuba in Heat
0.96888715,was well-recommended
0.8573375940000001,"Apple is a trusted, quality brand. Although I personally prefer Android."
